0,1,2,3
2760_train,Arsenal sets unbeaten streak record,"Arsenal set the new English soccer standard Wednesday with a 3-0 win over the Blackburn Rovers at Highbury, eclipsing the old mark of 42 (21 wins, 21 ties) held by Nottingham Forest since 1978.",Sports
2761_train,Menechino hits tie-breaking home run as Blue Jays rally past &lt;b&gt;...&lt;/b&gt;,TORONTO (CP) - Frank Menechino hit a tie-breaking home run in the seventh inning as the Toronto Blue Jays rallied to beat the Seattle Mariners 4-2 on Wednesday.,Sports
2762_train,Sampanis denies doping,GREECE #39;S first Athens medallist Leonidas Sampanis today denied taking banned substances despite testing positive for the male hormone testosterone.,Sports
2763_train,"UPDATE 2-Arsenal vanquish Villa, Man United lose ground",French maestros Robert Pires and Thierry Henry combined to give champions Arsenal a classy 3-1 victory over Aston Villa at Highbury on Saturday.,Sports
2764_train,Shaq slimmer  amp; still big risk,"We know by now there are three Shaquille O #39;Neals, only one of them formidable. There is the unguardable Attack Shaq, the original.",Sports
2765_train,Cup hero Monty misses cut at The Heritage,"Ryder Cup hero Colin Montgomerie came down to earth with a bump on Friday when he missed the cut at The Heritage. There was better news, however, for forgotten ",Sports
2766_train,Athletics acquire Ginter from Brewers,"Oakland, CA (Sports Network) - The Oakland Athletics have acquired infielder Keith Ginter from the Milwaukee Brewers in exchange for pitcher Justin Lehr and outfielder Nelson Cruz.",Sports
2767_train,Deadline Looms,Major League Baseball has yet to reach an agreement with Peter Angelos on on a deal that would financially protect the Orioles.,Sports
2768_train,BAR-Honda confirm Sato for 2005,Takuma Sato will return with BAR-Honda in 2005. The team confirmed the Japanese driver #39;s return on Tuesday ahead of this weekend #39;s Japanese Grand Prix.,Sports
2769_train,NHL: No progress in talks,"With less than a month remaining before the current collective bargaining agreement expires, representatives for the NHL and the Players #39; Association met for nearly 4 1/2 hours yesterday without making any progress on a new CBA. ",Sports
276_train,Japan #39;s banking revival starts with a cleanup," quot;Revival starts with a cleanup, quot; said post-World War II finance minister Juichi Tsushima on August 17, 1945. And a convoluted cleanup in Japan #39;s banking business is what is under way today.",Business
2770_train,McLeish on wrong side of the thin blue line,"TWO weeks ago, Alex McLeish was posing for the photographers at Murray Park with the Bank of Scotlands Manager of the Month award for November, savouring a period which had turned Rangers season around and seemed to have discarded any short-term ",Sports
2771_train,UA #39;s Heavner under pressure,"TUCSON - The Arizona football team is sticking with quarterback Kris Heavner, but Wildcats coach Mike Stoops wants the sophomore to improve.",Sports
2772_train,Record-Tying Beltran Blasts Astros Into Tie, HOUSTON (Reuters) - Carlos Beltran''s record-tying eighth  post-season home run capped the Houston Astros'' 6-5 comeback  win over the St Louis Cardinals to even the National League  Championship Series at two games apiece Sunday.,Sports
2773_train,Ravens Sign Sanders,"After passing a physical on Tuesday, former All-Pro cornerback Deion Sanders ends his three-year retirement to join the Baltimore Ravens to win another Super Bowl.",Sports
2774_train,Making seamless transition to Paralympics will be a challenge &lt;b&gt;...&lt;/b&gt;,"VANCOUVER (CP) - How to make a seamless transition from the Olympics to the Paralympics is one of the lessons a five-member team from the Vancouver 2010 Organizing Committee is learning during a visit to the Athens Paralympic Games, said VANOC CEO John ",Sports
2775_train,HENMAN WARY OF LJUBICIC #39;S POWER,Tim Henman is well aware of the potential damage which his next opponent Ivan Ljubicic could cause in the third round of the Madrid Masters Series.,Sports
2776_train,Football loss signals Kerry win,JOHN Kerry supporters have a welcome omen for their US presidential candidate: The Green Bay Packers defeated the Washington Redskins yesterday.,Sports
2777_train,Dutrow #39;s gamble pays off fabulously,"Despite the fact Love of Money had never raced around two turns or in a stakes race before, trainer Richard Dutrow Jr. thought enough of him entering Monday #39;s \$750,000 Pennsylvania ",Sports
2778_train,Nicholson dies; managed Tottenham in glory days,"LONDON Bill Nicholson, who managed Tottenham Hotspur in its glory days of the 1960s and 70s, died on Saturday after a long illness, family members said.",Sports
2779_train,Sports: Gannon out at least six weeks,"ALAMEDA, Calif. Oakland Raiders quarterback Rich Gannon has a broken vertebrae in his neck and he #39;ll be on the sidelines at least six weeks.",Sports
277_train,US employment glass is either half-empty or half-full,"One, an 80-page tract from the conservative Employment Policy Foundation, paints a Horatio Alger portrait of a nation becoming more competitive globally, thanks in part to small-business growth and a surge in self-employment.",Business
2780_train,No Strawberries and Cream: Sharapova Ousted by Pierce,Maria Sharapova suffered a harsh introduction Saturday to the expectations that will stalk her for the rest of her career. After a third-round loss at the US ,Sports
2781_train,"Don #39;t put a padlock on me, says Els","THOSE who have known him longest say it takes quite a deal to rile Ernie Els. But when the large, laconic South African golfing genius does get annoyed - watch out.",Sports
2782_train,DC in pole position for Red Bull slot,STEWARTRY-born David Coulthard is favourite to book a seat in the Red Bull Racing team. The 33-year-old who was axed by McLaren-Mercedes at the end of the season has been on the lookout for a team for the 2005 season.,Sports
2783_train,Titans #39; Calico to have surgery,"Nashville, TN (Sports Network) - Tennessee Titans wide receiver Tyrone Calico is expected to undergo surgery Thursday on his injured left knee.",Sports
2784_train,Urlacher sidelined with leg injury,"Lake Forest, IL (Sports Network) - Chicago Bears Pro Bowl linebacker Brian Urlacher is expected to be sidelined four-to-six weeks because of a lower left leg injury.",Sports
2785_train,"Meares, Hoy win cycling gold in record times","Athens, Greece (Sports Network) - Track cyclists Anna Meares of Australia and Chris Hoy of Great Britain won time trial gold medals Friday afternoon with record times. ",Sports
2786_train,Orlovsky not bitter at BC,UConn senior quarterback Dan Orlovsky has admitted that he probably would have gone to Boston College if offered a scholarship. But ,Sports
2787_train,Mutombo says he will join Yao on NBA Rockets (AFP),"AFP - Dikembe Mutombo, the 38-year-old African center who has played 13 seasons in the National Basketball Association, says he has agreed to a trade deal that will put him alongside Yao Ming in Houston.",Sports
2788_train,AL Wrap: Punchless Yankees Continue to Struggle, NEW YORK (Reuters) - Sidney Ponson pitched a complete-game  two-hitter as the Baltimore Orioles stunned the New York  Yankees 7-0 in American League play at Yankee Stadium on  Saturday.,Sports
2789_train,Hart powers attack,"ANN ARBOR , Mich. -- Michael Hart ran for 151 yards and a season-high three touchdowns and No. 9 Michigan scored TDs the first five times it touched the ball in the second half to beat Northwestern , 42-20, yesterday.",Sports
278_train,Sabotage Stops Iraq''s North Oil Exports," BAGHDAD (Reuters) - Saboteurs blew up Iraq''s northern  export pipeline for the second week in a row on Saturday,  halting oil flows to Turkey''s Ceyhan port, oil officials said.",Business
2790_train,Venus Beats Sprem at Swisscom Challenge,"Venus Williams of the United States returns the ball to Croatia #39;s Karolina Sprem, during their first round match, at the Swisscom Challenge Tennis Tournament in Kloten, Switzerland, Tuesday, Oct.19, 2004.",Sports
2791_train,Sox and bonds,"There are games in which players renew their vows as teammates, and last night''s 8-4 victory over the Toronto Blue Jays was one of them. It may not have been as clear as it was in the Yankee-Red Sox brawl game back in late July, which produced an obvious bond.",Sports
2792_train, #39;We own the South #39;,"Linebacker Keith Brooking makes the claim after 4-0 Atlanta matches the best start in franchise history. By Associated Press. CHARLOTTE, NC - The Atlanta Falcons stormed off the Panthers #39; field, a victory in hand and a message for the rest of the NFL.",Sports
2793_train,Holder Henman Crashes Out of Paris Masters,"Holder Tim Henman, beaten 7-5, 6-1 at the Paris Masters by Russian Mikhail Youzhny in the third round Friday, has turned his sights toward the Masters Cup.",Sports
2794_train,Russian ice queen is hurt in fall,"PITTSBURGH, Pennsylvania, -- Reigning world pairs champion Tatiana Totmianina was hospitalized after a head-first fall to the ice during a Skate America competition in Pittsburgh on Saturday.",Sports
2795_train,Martinez Ends Losing Steak as Red Sox Beat Angels,Pedro Martinez pitched seven strong innings to end his losing streak and lead the Boston Red Sox to an 8-3 victory over the Anaheim Angels in the second game of an American League Division series on Wednesday.,Sports
2796_train,''Dream Team'' Out of Gold Race After Loss to Argentina, ATHENS (Reuters) - Argentina upset three-times defending  champions the United States 89-81 in their semi-final at the  men''s Olympic basketball Friday.,Sports
2797_train,Schumacher wins first practice at rain-soaked Suzuka,World champion Michael Schumacher drove the quickest time in the first practice on Friday for Sunday #39;s Japanese Formula One Grand Prix in Suzuka.,Sports
2798_train,Henin-Hardenne in third round,"ATHENS, Aug. 17. - World No 1 Justine Henin-Hardenne, sidelined for 11 weeks by a debilitating virus, swept into the third round of the Olympic tennis tournament today with a straight sets win over Maria Vento-Kabchi of Venezuela.",Sports
2799_train,Fifth-Ranked Wisconsin Beats Minnesota,"MADISON, Wisconsin (Sports Network) - John Stocco ran for two touchdowns and threw for another score to lead fifth-ranked Wisconsin to a 38-14 win over Minnesota in the Big Ten Conference at Camp Randall Stadium.",Sports
279_train,Surprise drop US wholesale prices is mixed news for economy (AFP),"AFP - A surprise drop in US wholesale prices in August showed inflation apparently in check, but analysts said this was good and bad news for the US economy.",Business
2800_train,Pennington #39;s return energizes Jets,"EAST RUTHERFORD, NJ -- Chad Pennington returned for New York and the franchise quarterback showed why the Jets need him down the stretch drive.",Sports
2801_train,Bulluck Picks Super Bowl Shot Over Cash (AP),"AP - Keith Bulluck knows his answer to the question of how much is enough. Coming off his first Pro Bowl and All-Pro season, the Tennessee linebacker could have played out the final year of his contract then become a free agent in search of more money. Instead, he signed a six-year,  #36;36 million contract in March and remained a Titan.",Sports
2802_train,Clemens Plays Role Of Hometown Hero,"HOUSTON - Roger Clemens has pitched as many important games as any pitcher of his generation, including nine All-Star games and seven World Series outings.",Sports
2803_train,New York files final bid for 2012 Olympics,"New York City submitted its formal plan Monday to host the 2012 Olympics, as the centerpiece of the bid, a West Side stadium, continues to spark heated exchanges.",Sports
2804_train,Twins #39; formula is No. 1,"CHICAGO -- Nothing fazes the Minnesota Twins. Threatened with contraction three years ago, they ran away with the AL Central title.",Sports
2805_train,Giants take share of Wild Card lead,"com. When Giants pitcher Jerome Williams gave up a leadoff double to Ramon Vazquez to start Thursday night #39;s game, a San Diego broadcaster commented,  quot;Jerome doesn #39;t look that overpowering and doesn #39;t look comfortable on the mound.",Sports
2806_train,West Virginia spoils O #39;Leary #39;s UCF debut,"Proving that he is willing to try anything to turn around UCF #39;s downtrodden football program, George O #39;Leary made a dramatic change at quarterback Saturday in his first game as head coach.",Sports
2807_train,Arnesen dismisses reports of a rift with French coach Santini,Tottenham sporting director Frank Arnesen denied reports Saturday that Jacques Santini quit as manager because of a dispute over how the club was being run.,Sports
2808_train,George Washington Tops St. Francis (Pa.) (AP),"AP - Pops Mensah-Bonsu scored 17 points, and No. 21 George Washington used a 20-2 run late in the first half to take control in a 79-65 victory Saturday night over St. Francis, Pa.",Sports
2809_train,Owens Gets a Little Too Funky,"Wide receiver Terrell Owens said he had a few end-zone celebrations prepared for Sunday #39;s game against the team he shunned in the offseason, the Baltimore Ravens.",Sports
2810_train,Playoffs present new challenge for Angels,ANAHEIM ---- The Anaheim Angels began their off-day workout for the American League divisional series Monday with a gentle breeze blowing through Angel Stadium and flipping the flag from their 2002 World Series championship in center field.,Sports
2811_train,"Roma coach steps down, Voller eyes job","ROME: Cesare Prandelli has stepped down as coach of Italian top flight side AS Roma, according to reports here yesterday which also said that former Germany coach Rudi Voller is ready to step in.",Sports
2812_train,Tim and world are one,Maybe coach Lenny Wilkens should make copies of the game tape of the Knicks #39; 99-81 loss last night at SBC Center and distribute them to his players as required viewing.,Sports
2813_train,"A Door Swings Open, and the World Rambles In","Like a latter-day Ellis Island, the National Tennis Center bristled with overseas energy, overseas hopes, overseas dreams.",Sports
2814_train,Golden dream still alive for Fab Five,"Deep into overtime, the breaks were going against the US women #39;s soccer team. First came a last-gasp goal that stole victory in regulation, then came a wide-open shot that bounced off the goalpost.",Sports
2815_train,"Mavericks 107, Kings 98","While the Dallas Mavericks have an overhauled roster, a more conventional rotation and a new commitment to defense, they also still have Dirk Nowitzki.",Sports
2816_train,Mourinho Wary of Baggies Backlash,Jose Mourinho would rather be facing the likes of Arsenal or Manchester United than taking on managerless West Brom tomorrow. Frank Burrows will take charge of the Baggies against ,Sports
2817_train,White pays for harsh words,"THERE are times when the game is truly worth the candle, when you are in the stadium and conscious of the privilege. It was like that at Lansdowne Road yesterday as Ireland produced one of their great performances ",Sports
2818_train,Woods doubles up field to end drought,"Miyazaki, Japan (Sports Network) - Tiger Woods shot a three-under 67 on Sunday to easily win the Dunlop Phoenix by eight strokes. Woods completed the tournament at 16-under-par 264.",Sports
2819_train,Jones back on offense,"MIAMI - Just when it appeared Eddie Jones was becoming a has-been offensively, the 33-year-old reached back in time Saturday against Washington and had one of the best rapid-fire showings of his five-year Heat career.",Sports
2820_train,Clark: Weekend fights prove need for division of sports fans &lt;b&gt;...&lt;/b&gt;,"For some reason, noon just comes way too early, and making it to campus is a struggle. I thought one of my professors was going to be a stickler about it and dock me some points, but I had a talk with him to calm him down.",Sports
2821_train,Setting sights on Delgado,"Fresh off the Pedro Martinez signing, the Mets didn #39;t waste much time before moving on to their next order of business. A baseball official with knowledge of the team #39;s plans ",Sports
2822_train,Play of US women pleasing to the eye,"ATHENS -- LeBron James, Carmelo Anthony, and a couple of their Olympic teammates made it over to watch last night''s women''s game between the United States and China. They saw a team shoot well, pass well, rebound well, and dominate -- everything they are not doing so far.",Sports
2823_train,Another Canadian qualifies for PGA Tour,"CBC SPORTS ONLINE - David Hearn became the latest Canadian to qualify for the PGA Tour, earning his card by a single stroke. Hearn, from Brampton, Ont.",Sports
2824_train,Rams Use Rejuvenated Running Game in Win (AP),"AP - For at least one game, the pass-happy St. Louis Rams relied on the running game. A week after coming under heavy criticism for a game plan that featured 49 passes and just 15 runs in a 28-25 overtime loss at home against New Orleans, coach Mike Martz used the run early and often in a 24-14 win Sunday night at San Francisco, evening the Rams'' record at 2-2.",Sports
2825_train,Ferrero and Santoro face off next,"ALICANTE, Spain -- Paul-Henri Mathieu pulled off a remarkable 6-3, 3-6, 2-6, 6-3, 6-3 victory against Spanish No. 1 Carlos Moya to give France a 1-0 lead on the opening day of their Davis Cup semifinal on Friday.",Sports
2826_train,"Former Steelers, Maine player Strzelczyk dies after highway chase, crash","Justin Strzelczyk , a former player for the Pittsburgh Steelers and the University of Maine, died yesterday in a fiery head-on collision with a tanker truck in Herkimer, N.Y., after he led state troopers on a 40-mile highway chase during morning rush hour. Strzelczyk, 36, was an offensive lineman with the Steelers for nearly a decade until the team released ...",Sports
2827_train,"Federer, Roddick lead charge into Bangkok semis","Bangkok, Thailand (Sports Network) - The world #39;s top players -- Roger Federer and Andy Roddick -- highlighted Friday #39;s quarterfinal winners at the \$550,000 Thailand Open.",Sports
2828_train,No. 9 Texas Holds Off Missouri 28-20 (AP),AP - Cedric Benson rushed for 150 yards and two touchdowns and No. 9 Texas shook off a post-Oklahoma hangover Saturday with a 28-20 win over Missouri.,Sports
2829_train,Kjus Ends Long Wait for Giant Slalom Win," BEAVER CREEK, Colorado (Reuters) - Norwegian Lasse Kjus won  a World Cup giant slalom for the first time in nine years as  Alpine skiing''s golden oldies relived their past glories on  Saturday.",Sports
282_train,"Carter Center, OAS Confirm Chavez Victory After Audit (Update1)",The Carter Center and the Organization of American States said an audit of returns from Sunday #39;s recall vote won by President Hugo Chavez found no evidence of irregularities.,Business
2830_train,UPDATE 1-Canas to meet Lopez in second final in two weeks,Guillermo Canas followed up his defeat of top seed David Nalbandian by beating unseeded German Tommy Haas 6-4 6-3 on Saturday to reach the final of the Vienna Trophy.,Sports
2831_train,Hurricane postpones Louisville-Tulane game until December,Tulane officials have postponed Saturday #39;s football game against Louisville because of the threat of Hurricane Ivan. Tulane officials said in a statement Tuesday that the game is tentatively rescheduled for the weekend of Dec. 4 at the Superdome.,Sports
2832_train,Gilchrist #39;s follow-on fears,AUSTRALIAN captain Adam Gilchrist admitted today he was spooked by the prospect of enforcing the follow-on because of Steve Waugh #39;s fateful attempt during the Calcutta Test of 2001.,Sports
2833_train,NHLPA set to pay its players,"NHL players are about to receive their first lockout stipends, amounts which will work out to roughly 3.6 per cent of the average NHL salary, according to the Canadian Press.",Sports
2834_train,Battling Paradorn Reaches Long Island Semifinals," COMMACK, New York (Reuters) - Defending champion Paradorn  Srichaphan withstood a barrage of huge hitting to beat Swede  Joachim Johansson 3-6, 7-6, 6-3 and reach the semifinals of the  Long Island Cup Friday.",Sports
2835_train,Santana exception to rule,"The next time you''re inclined to dismiss baseball''s Rule 5 draft in December as an exercise of little consequence, remember that Johan Santana, the pitcher Pedro Martinez said reminded him of a younger version of himself, only with better stuff, was a Rule 5 pick five years ago.",Sports
2836_train,Dodgers sign Ledee to two-year deal,"The Los Angeles Dodgers signed Ricky Ledee to a two-year contract Monday, giving them a left-handed pinch-hitter and more depth in the outfield.",Sports
2837_train,Redknapp quits as Portsmouth manager,"Two weeks after Portsmouth appointed Croatian unknown Velimir Zajec as executive director, Harry Redknapp quit as manager on Wednesday, citing the need to take  quot;a complete break from the game quot;.",Sports
2838_train,British confident of Grand Prix deal,Silverstone racing track owners are confident they will reach an agreement with Formula One rights holder Bernie Ecclestone for a British Grand Prix next July.,Sports
2839_train,Henson out to make NZ statement,Wales centre Gavin Henson says he is determined to show-case his talent against New Zealand on Saturday. The 22-year-old was given his Wales debut by current New Zealand coach Graham Henry against Romania in 2001.,Sports
2840_train,Poulter beats Garcia in play-off,Ian Poulter won a play-off with Sergio Garcia yesterday to guarantee his season is remembered for more than funny trousers and a Ryder Cup cap.,Sports
2841_train,Mariners beat Athletics 4-2 to knock Oakland out of first place,"Ichiro Suzuki #39;s teammates won #39;t stand for anybody messing with his spectacular season. When Suzuki got plunked in the back, Seattle starter Bobby Madritsch nearly went ballistic.",Sports
2842_train,Massu gets first win in Vienna,"Olympic champion Nicolas Massu finally recorded his first win in Vienna yesterday, eliminating Slovak Karol Kucera in three sets at the euro682,750 (US\$845,908) ATP CA Trophy.",Sports
2843_train,Forget Paris: Sammy  #39;happy to be a Cub #39;,"The flood of trade rumors involving the Cubs and New York Mets has traveled all the way to Paris, where Sammy Sosa took a break from vacation to phone his agent.",Sports
2844_train,"Hot Stove Truth  amp; Rumors: Dec. 17, 2004","In order for the three-way trade between the Yankees, Dodgers and Diamondbacks to go through, Shawn Green must first waive a no-trade clause and agree to land in Arizona.",Sports
2845_train,Osasuna rallies at Deportivo Coruna,MADRID -- Osasuna fought back from a goal down and a sending-off to claim their first win of the season with a resounding 3-1 victory at Deportivo Coruna in the Primera Liga on Sunday.,Sports
2846_train,Scary fall ends skate meet,World champion pairs skater Tatiana Totmianina of Russia was in good condition late Saturday after falling headfirst onto the ice during the free skate at Skate America in Pittsburgh.,Sports
2847_train,Singh stays in front,Vijay Singh remained on course for a fifth victory in six events with a second-round 68 to lead the 84 Lumber Classic tournament in Pennsylvania.,Sports
2848_train,Raiders'' Gallery Misses Camp With Injury (AP),"AP - Left tackle Robert Gallery, the second player taken in the NFL draft, didn''t practice Tuesday morning with the Oakland Raiders because of an elbow injury, leaving his status uncertain for Saturday''s preseason game against Dallas.",Sports
2849_train,Davenport eases into Filderstadt quarters,"World number 2 Lindsay Davenport has set herself the target of taking over top spot from France #39;s Amelie Mauresmo, less than 200 points ahead in the WTA rankings, by the turn of the year and showed no mercy against Molik to reach the last eight.",Sports
284_train,Oil Up as Ivan Threatens U.S. Facilities,&lt;p&gt;\&lt;/p&gt;&lt;p&gt; LONDON (Reuters) - World oil prices climbed on Monday as\companies operating in the U.S. Gulf of Mexico braced for\output disruptions from powerful Hurricane Ivan.&lt;/p&gt;,Business
2850_train,T-Wolves'' Olowokandi Suspended Second Game (AP),"AP - Minnesota Timberwolves center Michael Olowokandi was suspended by the team for a second game Friday night, one day after police used a stun gun to subdue him when he refused to leave a club.",Sports
2851_train,Barcelona assured of safety in Ukraine,Next week #39;s Champions League match between Barcelona and Shakhtar Donetsk will go ahead as scheduled in Ukraine after authorities guaranteed security for the game.,Sports
2852_train,ncaa football Coaching with heavy heart,"There #39;s a whole new perspective on one of America #39;s most intense college football rivalries tonight. Oh, sure. Florida State is greeting hated Miami into the Atlantic Coast Conference.",Sports
2853_train,Irish eye No. 1-ranked Trojans,Snoop Dogg running deep post routs for Matt Leinart. Snoop Dogg rapping and giving a pep talk inside the locker room of the top-ranked USC Trojans.,Sports
2854_train,Will SEC tee off on Spurrier?,"Ah, the life of Steve Spurrier. From all indications, he #39;s headed to the University of South Carolina, which will allow him to pursue victories and birdies, not necessarily in that order.",Sports
2855_train,No winners in blame game,"The National Hockey League stumbles into a new era tonight when the clock strikes 12. Away go the sticks and pucks, and out come the sticks and stones.",Sports
2856_train,Univ. of D.C. Cancels Basketball (AP),"AP - The University of the District of Columbia canceled its men''s and women''s basketball seasons Thursday, citing problems with recruitment, academic eligibility and financial aid.",Sports
2857_train,TARGET: Owen wants Bobby Charlton #39;s England goalscoring record of &lt;b&gt;...&lt;/b&gt;,Charlton #39;s record of 49 goals for his country still remains intact despite playing his last international for England 34 years ago.,Sports
2858_train,"Nets 109, Hawks 88","Eric Williams scored 21 points and the New Jersey Nets shot a season-high 54.4 percent from the field in a 109-88 win over Atlanta on Saturday night, the Hawks #39; ninth straight loss.",Sports
2859_train,"Haas Holds Halfway Lead at Tour Championship, Woods Lurks"," ATLANTA, Georgia (Reuters) - Veteran Jay Haas edged closer  to his first PGA Tour win for more than 10 years on Friday with  a four-under-par 66 for the halfway lead at the Tour  Championship.",Sports
2860_train,He''s safe: Steinbrenner keeps Cashman,"Brian Cashman didn''t lose his job because the Yankees lost control of the American League Championship Series. Owner George Steinbrenner has told the team''s general manager that he will not be fired before next season. Cashman, who expected to be summoned to Tampa for meetings soon, believes he knows what he needs to look for in the offseason.  quot;It''ll be ...",Sports
2861_train,USC #39;s Leinart gets opportunity to influence Heisman voters,"Carson Palmer kept throwing and throwing, and by the time he was finished with Notre Dame two years ago, Southern California had a one-sided victory and the quarterback had locked up the Heisman Trophy.",Sports
2862_train,Psychologist cutback to blame: claim,"Rowing Australia, the Australian Olympic Committee (AOC) and women #39;s coach Harold Jahrling had to take some responsibility for Sally Robbins #39; failure to keep going in the women #39;s eight final, sports psychologist Jeff Bond said.",Sports
2863_train,Bryant Comments Sour Malone on Lakers (AP),"AP - Karl Malone has ruled out a return to the Los Angeles Lakers because of comments made by Kobe Bryant in a radio interview, Malone''s agent said Tuesday.",Sports
2864_train,Caps'' Witt Wins Arbitration,Washington Capitals defenseman Brendan Witt was awarded \$2.2 million for the 2004-05 season in his arbitration hearing on Tuesday.,Sports
2865_train,Safe landing for Seahawks,"SEATTLE -- Matt Hasselbeck threw two touchdown passes and got another TD on a sneak, leading the Seahawks to a 28-26 win over the Atlanta Falcons yesterday and helping Seattle win the NFC West and secure a first-round playoff game at home.",Sports
2866_train,"After a Sloppy Start, the Irish Upset Michigan","With a burst of speed, Darius Walker sprinted around right end and ran untouched into the south end zone for a 6-yard touchdown Saturday.",Sports
2867_train,SA skipper Smith suffers foot injury,Kolkata: South African skipper Graeme Smith suffered an injury to his left foot in a minor accident near the team hotel here today.,Sports
2868_train,Champ takes Oscar #39;s body and soul,"BOXING has long been starved of magic and stardust, at least since Lennox Lewis put an end to the myth of Mike Tyson two years ago.",Sports
2869_train,Men #39;s Tennis: 4 Seeded Players Advance at TD Waterhouse Cup &lt;b&gt;...&lt;/b&gt;,Four seeded players came out winners as first round play continued at the TD Waterhouse Cup men #39;s tennis tournament in New York Tuesday.,Sports
2870_train,Oscar De La Hoya Has It,"Just as Ali overshadowed two greats in Joe Frazier and George Foreman, Mike Tyson did the same to Evander Holyfield and Lennox Lewis.",Sports
2871_train,Tennessee earns a little respect defeat of Georgia,"No. 17 Tennessee arrived at No. 3 Georgia on Saturday, coming off a loss to Auburn, while the Bulldogs had thrashed LSU. Not only did the Volunteers drop nine spots in the national rankings ",Sports
2872_train,IGF ask US #39;s Hamm to Give up the Gold,"ATHENS, Greece - The controversy over American Olympian Paul Hamm #39;s gold medal in the all-round men #39;s gymnastics has headed back into headlines as the International Gymnastics Federation (IGF) has asked Hamm to  quot;voluntarily quot; give back the medal.",Sports
2873_train,There #39;s nothing to suggest this club will repeat history,"Maybe all you need to know about these Astros is that when someone mentioned the franchise #39;s history of first-round flameouts to Roger Clemens on Tuesday, he looked like he #39;d ",Sports
2874_train,Ricky Must Pay,"An arbitrator ruled yesterday that tailback Ricky Williams, who retired just before training camp, must repay the Dolphins \$8.6 million.",Sports
2875_train,"Kansas squeaks pass Vermont, 68-61","Senior forward Wayne Simien scored 25 points and grabbed 14 rebounds, leading the No. 1-ranked Kansas Jayhawks to a 68-61 season-opening win over the Vermont Catamounts.",Sports
2876_train,Venus Williams Edges Teenager at Zurich,Former champion Venus Williams was pushed to two tiebreakers over two hours by 16-year-old qualifier Ana Ivanovic of Serbia-Montenegro before reaching the Swisscom Challenge quarterfinals Thursday.,Sports
2877_train,ATHENS OLYMPICS 2004 / Crawford leads US sweep in 200,"Each time the runners approached the starting blocks, the chants would begin again, a defiant show of support for their fallen hero.",Sports
2878_train,Women #39;s event has brighter future,"All the retirement talk has stalled for Lindsay Davenport. Eighteen straight wins, four consecutive tournament titles, and a personality and tennis game that have dominated this week #39;s Western  amp; Southern Women #39;s Open.",Sports
2879_train,LSU-Auburn Rivalry Could Get New Chapter (AP),AP - Auburn and LSU have played several nickname games in recent years: The Fire Game. The Interception Game. The Cigar Game.,Sports
2880_train,Maryland Wary of No. 7 West Virginia (AP),"AP - Overconfidence usually isn''t an issue when facing the nation''s seventh-ranked team on the road, yet Maryland has every reason to feel smug about its chances of winning Saturday against West Virginia.",Sports
2881_train,Beckham may retire from England after World Cup - media,"England captain David Beckham says he may retire from international soccer after the 2006 World Cup, media reported on Sunday. The 29-year-old has been named in Sven-Goran Eriksson #39;s ",Sports
2882_train,Hamilton fails doping test,"Olympic cycling champion Tyler Hamilton, whose name has become synonymous with resilience and grit, could lose his gold medal and be banned for two years after blood tests showed evidence of banned transfusions.",Sports
2883_train,"Area residents Waltrip, Allison mourn Hendrick #39;s loss","As the close-knit NASCAR community mourns the loss of team owner Rick Hendrick #39;s son, brother, twin nieces and six others in a plane crash Sunday, perhaps no one outside of the immediate family grieves more deeply than Darrell Waltrip.",Sports
2884_train,Replacements on US team?,A labor dispute between the United States Soccer Federation (USSF) and players has halted World Cup preparations and could result in the national team using replacement players for the Feb.,Sports
2885_train,"Beat goes on for Manuel, Thome","com. Thome has known Charlie Manuel for his entire professional baseball life, which started shortly after he became a 13th-round draft pick by the Cleveland Indians in 1989.",Sports
2886_train,"Jets (Eventually) Down Browns, 10-7","For more than three quarters on Sunday, it appeared as if the Jets wouldnt find the end zone if it was loaded with uranium and Quincy Carter was armed with a Geiger counter.",Sports
2887_train,49ers QB Rattay questionable for Sunday,"San Francisco, CA (Sports Network) - San Francisco 49ers starting quarterback Tim Rattay is listed as questionable for Sunday #39;s game against the Chicago Bears with a forearm injury.",Sports
2888_train,Kobe Bryant Rape Trial Looks Set to Go Ahead (Reuters),Reuters - The trial in the Kobe Bryant rape\case looked set to go ahead later this month after the state''s\highest court ruled against prosecutors on Monday over a key\piece of evidence in the high-profile case.,Sports
2889_train,Valencia scorer Vicente out with ankle sprain,"Valencia, Spain (Sports Network) - Valencia winger Vicente Rodriguez will be out for at least two weeks after spraining his ankle Wednesday.",Sports
288_train,"Symbol Tech, Proxim Settle Lawsuit","Hand-held computer and scanner maker Symbol Technologies Inc. and wireless network equipment maker Proxim Corp. settled their patent dispute, the companies said Tuesday.",Business
2890_train,Report: Tougher testing on the way for MLB,"NEW YORK (Ticker) - With the dark cloud of steroids continuing to hover over baseball, it appears a tougher drug-testing policy may be in effect by spring training.",Sports
2891_train,It #39;s on to LA for the Giants,"Bee Staff Writer. SAN DIEGO - The San Diego Padres returned the favor, and the playoff-chasing Giants gladly accepted it before a disappointed record crowd of 45,389 at Petco Park.",Sports
2892_train,Knicks suffer second straight trouncing,"DALLAS (Ticker) -- The New York Knicks have 13 days before they play their season opener. From the looks of things, they have plenty of work to do.",Sports
