text,label,requested_label
"The ongoing conflict in Yemen has resulted in a humanitarian crisis, with over 3 million people displaced and facing food insecurity. The situation has been exacerbated by the ongoing blockade of the country, which has made it difficult for aid organizations to reach those in need. The United Nations has called for an immediate ceasefire and the resumption of humanitarian aid deliveries to the region.",World,World
LeBron James scores 50th triple-double as Lakers beat Nuggets,Sports,Sports
"LeBron James scores 40 points, including a game-tying three-pointer with 10 seconds remaining, to lead the Los Angeles Lakers to a 115-112 victory over the Golden State Warriors.",Sports,Sports
"Lionel Messi scored a hat-trick as Barcelona beat Manchester United 3-0 in the Champions League final. Messi's first goal was a stunning free kick that curled into the top corner of the net. His second was a precise through ball that found him in space and he finished with a clinical finish. His third was a solo effort, as he outran the United defense and slotted the ball past the keeper.",Sports,Sports
Nelson Valdez scored two goals to help holder Werder Bremen beat Bayer Leverkusen 3-2 on Wednesday to advance to the third round of the German Cup.,Sports,Sports
"Shares of Google Inc. slipped in pre-market trading Thursday after the world's most popular Internet search engine warned for the second time in a week that its fourth-quarter revenue growth rate is likely to slow from previous quarters. The company cited increased competition and a challenging market environment as the reasons for the slowdown. According to a report by a leading financial analyst, Google's stock could drop by up to 10% in the next few days.",Business,Business
"Adrian Peterson rushed for a season-high 225 yards and scored the game's only touchdown, leading second-ranked Oklahoma to a 12-0 victory over fifth-ranked Texas in the Red River Shootout at the Cotton Bowl. Peterson's performance was a highlight of the Sooners' dominant win, which included a strong defensive effort and a clutch kick from field goal range. Oklahoma (7-0) remains undefeated and solidifies its position atop the college football rankings, while Texas (6-1) suffers its first loss of the season.",Sports,Sports
"NASA's Parker Solar Probe has made a historic flyby of the Sun, coming within 15 million miles of the star's surface. The probe, launched in 2018, has been providing scientists with valuable data on the Sun's magnetic field and atmosphere. The flyby marks the closest approach to the Sun by a spacecraft in history, and has provided new insights into the Sun's behavior and the solar system's magnetic environment.",Sci/Tech,Sci/Tech
"NASA's Juno spacecraft has captured stunning images of Jupiter's Great Red Spot, a massive storm that has been raging for centuries. The images, released today, show the storm's swirling clouds and intense turbulence in unprecedented detail. Scientists say the Great Red Spot is likely to shrink or disappear in the next few years, and the Juno mission is helping them understand the complex processes that are driving this change. #JunoMission #GreatRedSpot",Sci/Tech,Sci/Tech
"NASA's new spacecraft, the Solar Cruiser, has successfully completed its maiden voyage, traveling to the far reaches of the solar system and returning with valuable data on the sun's influence on interstellar space. The mission, which was launched in 2022, took the spacecraft over 4.5 billion miles from Earth, surpassing the previous record for the farthest distance traveled by a spacecraft. The Solar Cruiser is the first spacecraft designed specifically to study the sun's corona, the outer atmosphere of the sun that extends beyond its surface. The mission has already yielded groundbreaking discoveries about the sun's magnetic field and its impact on the solar system's charged particles. #SolarCruiser #SpaceExploration #SciTech",Sci/Tech,Sci/Tech
"NASA's Curiosity rover has discovered evidence of a past habitable environment on Mars, according to a new study. The rover found signs of ancient lakes and rivers on the red planet, which could have supported life millions of years ago. The discovery could help scientists better understand the potential for life on Mars and other planets in the solar system. #Mars #NASA #SciTech",Sci/Tech,Sci/Tech
"Arsenal manager Arsene Wenger has been given a 'please explain' by the Football Association following his scathing post-match attack on referee Mike Riley after his side's loss to Manchester United. Wenger was critical of Riley's decision to award a penalty to Manchester United in the 89th minute, which proved to be the winning goal. The FA is now reviewing the incident and will take appropriate action if necessary.",Sports,Sports
Syrian Refugees Find Hope in Canadian Resettlement Program,World,World
"NASA's Curiosity rover has discovered evidence of a habitable environment on Mars, raising hopes for the possibility of life on the red planet. The rover found signs of water on Mars, which is essential for life as we know it. The discovery could lead to a new era of space exploration and the search for extraterrestrial life. #Mars #NASA #SciTech",Sci/Tech,Sci/Tech
"Researchers at MIT have developed a new AI algorithm that can analyze medical images with unprecedented accuracy. The algorithm can detect subtle patterns in brain scans that were previously undetectable, potentially leading to earlier diagnosis and treatment of neurological disorders. #SciTech #AI #MedicalImaging",Sci/Tech,Sci/Tech
"NASA's Mars 2020 rover has discovered evidence of past water on the Red Planet, including signs of ancient lakes and rivers. The rover's findings suggest that Mars was once habitable and could have supported life. #Mars #SciTech #SpaceExploration",Sci/Tech,Sci/Tech
"Sudan's President Omar al-Bashir has announced that his country will be withdrawing from the International Criminal Court (ICC). This move comes after the ICC issued an arrest warrant for al-Bashir on charges of war crimes and crimes against humanity in Darfur. The decision has sparked outrage from human rights groups and international leaders, who fear it will embolden other authoritarian regimes to ignore international justice.",World,World
"Salesforce.com has acquired Yet Analytics, a startup that specializes in AI-powered sales forecasting. The acquisition is expected to enhance Salesforce's ability to provide accurate sales projections and help businesses make better decisions.",Business,Business
Lionel Messi scores hat-trick as Barcelona beats Real Madrid 3-2 in El Clásico,Sports,Sports
"By MATTHEW FORDAHL    SAN JOSE, Calif. (AP) -- After years of battling Microsoft Corp...",Sci/Tech,
"Algeria's largest Islamic rebel group, with ties to al Qaeda, has appointed a new chief, known as an explosives expert, as it tries to regroup following the loss of key leaders in recent gun battles with authorities. (Reuters)",World,World
Skype Technologies SA has launched a new feature that allows businesses to make free calls to landlines and mobiles in 20 countries. This move is expected to boost the company's revenue and attract more business customers. #Skype #BusinessCommunication #FreeCalls,Business,Business
"SAN FRANCISCO -- Twitter's stock soared 10% on Tuesday after the company reported a surprise profit in the third quarter, thanks to a surge in ad revenue. The social media platform also announced a new feature to help users manage their online privacy and security. #Twitter #Profit #Privacy",Business,Business
"NewsFactor - Retailers that saw impressive growth in year-over-year online sales during last year''s holiday season should not look for the same results this year, according to estimates by Forrester Research.",Sci/Tech,
Lionel Messi scores hat-trick as Barcelona beats Real Madrid 3-2 in El Clásico,Sports,Sports
SAN FRANCISCO (Reuters) - Twitter CEO Jack Dorsey faced tough questions from investors on the company's slowing user growth and plans to address the issue at the social media platform's quarterly earnings call on Thursday. #Twitter #JackDorsey #Earnings,Business,Business
"Apple's newest iPhone is causing a stir in the tech world. The latest model features a sleek new design and improved camera capabilities, but some critics are questioning the high price point. #iPhoneX #technews",Business,Business
"Syrian President Bashar al-Assad has announced that his country will be withdrawing from the International Criminal Court, citing bias against his regime. This move comes as the UN releases a report detailing alleged war crimes committed by both the Syrian government and rebel groups. The international community is urging caution and restraint in the face of these developments. #Syria #ICC #WarCrimes",World,World
"Researchers at MIT have developed a new AI algorithm that can generate realistic images of objects and scenes from textual descriptions. The algorithm, called Text-to-Image Synthesis, has the potential to revolutionize the field of computer vision and could have applications in a wide range of industries, from entertainment to healthcare. #TextToImage #AI #ComputerVision",Sci/Tech,Sci/Tech
"Researchers at MIT have developed a new AI system that can generate realistic images of objects and scenes, using only a verbal description. The system, called 'Visual Talk,' uses natural language processing to analyze the text description and generate a photorealistic image. The technology has potential applications in fields such as entertainment, education, and accessibility. #SciTech #AI #VisualTalk",Sci/Tech,Sci/Tech
"Tennessee Titans quarterback Steve McNair (9) gets off a pass before Minnesota Vikings defensive end Kenny Mixon, left, can reach him during the first quarter in Minneapolis, Sunday, Oct. 24, 2004.",Sports,Sports
"Liverpool FC has announced the signing of forward Bobby Charlton from Manchester United in a deal worth £40 million. Charlton, 23, has signed a five-year contract with the Reds and is expected to make his debut in the team's next match. The transfer is seen as a major coup for Liverpool, who have been struggling to find consistency in their attack this season. #LFC #Football #Transfers",Sports,Sports
"Amazon is expanding its grocery delivery service to new areas, including Chicago and San Francisco. The company is partnering with local grocery stores to offer same-day delivery to customers in these regions. (Source: CNBC)",Business,Business
Lionel Messi scores hat-trick as Barcelona beats Real Madrid 3-0 in El Clásico,Sports,Sports
"NASA's Mars 2020 rover has discovered evidence of a potential underground water source on the Red Planet. The rover detected signs of hydrated minerals in a Martian rock formation, which could indicate the presence of water in the past. The discovery could help scientists better understand the planet's geology and potential habitability. #Mars #WaterOnMars #SciTech",Sci/Tech,Sci/Tech
Lionel Messi scores hat-trick as Barcelona beats Real Madrid 3-2 in El Clasico,Sports,Sports
"Microsoft Corp. has decided to advance the timetable on its much-anticipated overhaul of Windows, the Financial Times reported Saturday. The company plans to release the new operating system in the fall, several months ahead of schedule. The move is expected to give Microsoft a significant competitive advantage in the marketplace. #Windows #Microsoft #Tech",Business,Business
"NASA's InSight lander has successfully touched down on Mars, marking a major milestone in the space agency's ongoing exploration of the Red Planet. The lander, which launched in May, used a heat shield to protect itself from the intense heat generated during its descent through the Martian atmosphere. Once on the surface, InSight will begin its mission to study the planet's interior and better understand the structure of the Martian crust. #MarsLanding #InSight #NASA",Sci/Tech,Sci/Tech
"NASA's Parker Solar Probe has made history by flying closer to the sun than any other spacecraft. The probe, launched in 2018, has been studying the sun's corona and magnetic field, providing new insights into the sun's behavior and its impact on the solar system. #ParkerSolarProbe #Sun #SpaceExploration",Sci/Tech,Sci/Tech
"Detroit Lions wide receiver Kenny Golladay has been ruled out for Sunday's game against the Green Bay Packers due to a hamstring injury. This will be the second straight game that Golladay has missed, leaving the Lions thin at the receiver position.",Sports,Sports
"Researchers at MIT have developed a new material that can absorb and convert 100% of the sun's energy, making it a promising solution for sustainable energy production. The material, called 'solar absorber,' is made of a unique combination of materials that allow it to absorb a wider range of solar spectrum than previous materials. This breakthrough could help reduce our reliance on fossil fuels and mitigate climate change. #SolarEnergy #RenewableEnergy",Sci/Tech,Sci/Tech
"Manny Pacquiao dominated Adrien Broner in a unanimous decision victory in their welterweight fight Saturday night, winning by scores of 118-110, 116-112, and 115-113. The fight took place at the MGM Grand Garden Arena in Las Vegas and was seen by a live audience of 14,000. Pacquiao, 40, improved to 62-7-2 in his career, while Broner, 29, fell to 34-4-1. The win cements Pacquiao's status as one of the greatest boxers of all time, and he is now eyeing a potential fight against Floyd Mayweather Jr. in the near future.",Sports,Sports
"Tiger Woods has announced that he will return to competitive golf at the Masters next month, after a nearly two-year hiatus. The 45-year-old golf legend has been recovering from a fourth back surgery and is eager to get back on the course. Woods has won the Masters four times in the past, including in 2001 when he was ranked number one in the world. His return is expected to generate significant interest and excitement in the golf world.",Sports,Sports
"Sony is expected to announce a major restructuring plan next week, aimed at improving the company's financial performance. The plan is expected to involve significant job cuts and the sale of non-core assets. The company has been struggling in recent years due to increased competition and declining sales in key markets.",Business,Business
"NASA's InSight lander has successfully touched down on Mars and is set to begin its mission to study the red planet's internal structure. The lander, which launched in May, used a heat shield to protect itself from the intense heat generated during its descent. InSight, which stands for Interior Exploration using Seismic and Heat Shield, is equipped with a suite of instruments to measure Mars' temperature, pressure, and seismic activity. The mission is expected to last for at least 12 months and could provide valuable insights into Mars' geology and potential habitability.",Sci/Tech,Sci/Tech
"Syrian Refugees Find Safety in Germany, but Challenges Remain",World,World
Sony to Acquire EMI Music Publishing in $2.3 Billion Deal,Business,Business
"The ongoing conflict in Ukraine has entered its fifth year, with no end in sight. The situation remains dire, with both sides accusing each other of aggression and violations of ceasefire agreements. The humanitarian crisis deepens, with millions of people in need of aid and shelter. International efforts to broker a peace deal have so far been unsuccessful, leaving the region in a state of limbo.",World,World
"Researchers at MIT have developed a new material that can absorb and convert carbon dioxide into oxygen at an unprecedented rate. The new material, called 'Metal-Organic Frameworks,' could help reduce carbon emissions and combat climate change. #SciTech #ClimateChange",Sci/Tech,Sci/Tech
John Robertson has this morning been confirmed as the new Hearts manager. Mr Robertson #39;s arrival follows several days of negotiation with Inverness Caly Thistle over a compensation package for the Highland club.,Sports,
"Sony is set to launch a new line of high-end TVs, featuring cutting-edge OLED technology and sleek designs. The new TVs are expected to be priced around $2,000, making them some of the most expensive on the market. Despite the high cost, analysts say the TVs are likely to be a hit with consumers looking for a premium viewing experience. #Sony #TVs #HighEndTech",Business,Business
"PALM INC. REVIVES WI-FI DREAM, BUT IT'S NOT ALL IT'S CRAFTED UP TO BE",Business,Business
Migrant crisis in Europe worsens as thousands arrive on Greek islands,World,World
The F.C.C. adopted rules that will enable utility companies to offer an alternative to broadband services provided by cable and phone companies. This move is expected to increase competition in the market and provide consumers with more choices for high-speed internet access.,Business,Business
"Embroiled in an accounting scandal that led to the firing of its CEO, Nortel Networks said today that its financial results for 2003 and the first half of 2004 won't be out until the end of October.",Business,Business
"LONDON (Reuters) - The United Nations has issued a warning that the world is facing a growing threat from climate change, with rising sea levels, more frequent natural disasters, and increased risk of conflict over resources. The organization is urging immediate action to reduce greenhouse gas emissions and mitigate the worst effects of climate change. #climatechange #un #sustainability",World,World
"The ongoing conflict in Syria has resulted in the deaths of over 500,000 people and displaced millions, according to the United Nations. The situation has become increasingly dire as the country's infrastructure and economy continue to deteriorate. The international community has called for a ceasefire and political solution to the conflict, but negotiations have yet to produce a lasting peace.",World,World
