text,label,requested_label
"Ryan Moore staged a remarkable comeback to overhaul Luke List in the 36-hole final of the US amateur championship at the Winged Foot Golf Club on Sunday. Moore, who was trailing by three strokes heading into the final round, carded a 4-under-par 66 to win by a single stroke. The victory marks Moore's second major title in the sport, and he is now the top-ranked amateur golfer in the world.",Sports,Sports
Lionel Messi scores hat-trick as Barcelona beats Real Madrid 3-1 in El Clásico,Sports,Sports
"Tesla has announced plans to expand its Gigafactory in Nevada, creating 3000 new jobs in the region. The electric car maker is expected to invest $5 billion in the expansion, which will increase its production capacity by 50%.",Business,Business
Lionel Messi scores hat-trick as Barcelona beats Real Madrid 3-2 in El Clásico,Sports,Sports
Lionel Messi scores hat-trick as Barcelona beats Real Madrid 3-2 in El Clásico thriller,Sports,Sports
"Mike McKenzie got his wish yesterday, seven months after asking out of Green Bay. The Packers sent the disgruntled cornerback and a future conditional sixth-round ",Sports,
"The Ontario government has announced new measures today to tackle child pornography online and Internet luring. Research shows 40 percent of Canadian youth report that someone they met on the Internet, requested personal information.",Sci/Tech,
"AFP - Sudan condemned UN threats of sanctions against Khartoum, saying they would only undermine efforts to restore security in the devastated western region of Darfur.",World,
LONDON (Reuters) - World oil prices climbed on Monday as companies operating in the U.S. Gulf of Mexico braced for output disruptions from powerful Hurricane Ivan.,World,World
"Tony Purnell, the boss of Jaguar Racing says that there is  quot;masses of interest quot; in the team, which the Ford Motor Company has decided to discontinue.",Sports,
"Migrant crisis in Europe reaches new heights as thousands of refugees arrive on Greek islands, overwhelming local infrastructure and resources. International community scrambles to find solution to humanitarian crisis.",World,World
"An Internet company has agreed to forgive \$17 million in customers'' bills as part of an agreement with the government, the Federal Trade Commission announced Monday.",Sci/Tech,
Lionel Messi scores hat-trick as Barcelona beats Real Madrid in El Clásico,Sports,Sports
"NASA's InSight lander has successfully touched down on Mars, marking a major milestone in the space agency's ongoing exploration of the Red Planet. The lander, which launched in May, used a heat shield to protect itself from the intense heat generated during its descent through the Martian atmosphere. Once on the surface, InSight will begin its mission to study the planet's interior and better understand the structure of the Martian crust. #MarsLanding #InSight #NASA",Sci/Tech,Sci/Tech
"As part of its ongoing efforts to woo public sector customers, Microsoft Corp. has begun giving governments tools for collaborating and sharing technology information with other organizations so that they can learn from each other''s experiences and cut development costs.",Sci/Tech,
"Researchers at MIT have developed a new material that can absorb and convert 100% of the sun's energy, making it a potential game-changer for sustainable energy production. The material, called 'solar absorber,' is made of a combination of metals and polymers and is capable of capturing and converting sunlight into electricity with unprecedented efficiency. The team plans to test the material in a real-world setting next, with the goal of making it ready for commercial use within the next five years.",Sci/Tech,Sci/Tech
"SAP AG has agreed to acquire the Swiss and U.S. business units of SAP Systems Integration AG (SAP SI), bringing its absorption of the company nearer to completion.",Sci/Tech,
Lewis Hamilton wins dramatic Belgian Grand Prix,Sports,Sports
John Robertson has this morning been confirmed as the new Hearts manager. Mr Robertson #39;s arrival follows several days of negotiation with Inverness Caly Thistle over a compensation package for the Highland club.,Sports,
"European supermarket chain Tesco is planning to extend its RFID rollout in time for the Christmas rush. The company, which began using the tracking technology in October last year, will be introducing the ",Sci/Tech,
"LONDON, Sep 17 (IranMania) - Iran #39;s powerful former president Akbar Hashemi Rafsanjani warned Friday that the International Atomic Energy Agencymay have to  quot;beg quot; for Tehran #39;s cooperation if it bows to US pressure.",World,
"Hurricane Ivan looks set to cost tour operators as they race to get customers out of harm''s way, though future bookings may not suffer too much.",Business,
"At least 20 people were killed and dozens more injured in a bomb attack in a crowded market in the city of Peshawar, Pakistan. The attack is believed to have been carried out by a suicide bomber. The incident has raised concerns about the security situation in the region and the potential for further violence. #PeshawarBombing #Pakistan #Terrorism",World,World
"Researchers at MIT have developed a new material that can absorb and convert 100% of the sun's energy, making it a promising candidate for next-generation solar panels. The innovative material, called 'Solar-Ski,' is made of a combination of organic and inorganic materials and is capable of capturing and converting both visible and ultraviolet light. According to the team, Solar-Ski could significantly increase the efficiency of solar panels and help reduce our reliance on fossil fuels. #solarsolar #renewableenergy #innovation",Sci/Tech,Sci/Tech
Skype Technologies SA has launched a new feature that allows businesses to make free calls to landlines and mobiles in 20 countries. This move is expected to boost the company's revenue and attract more business customers. #Skype #BusinessCommunication #FreeCalls,Business,Business
"NASA postponed for at least two days the launch of its robotic satellite-chasing spacecraft because the target satellite temporarily lost reception of a key navigational signal, the agency said yesterday.",Sci/Tech,
